Date,Humidity,Temperature
2021/8/19 0:17:6,31.70,23.80
2021/8/19 0:17:11,31.80,23.90
2021/8/19 0:17:16,31.80,23.90
2021/8/19 0:17:21,31.80,23.90
2021/8/19 0:17:26,31.80,23.90
2021/8/19 0:17:32,32.20,23.90
2021/8/19 0:17:37,33.20,24.00
2021/8/19 0:17:42,33.40,24.00
2021/8/19 0:17:47,33.10,24.00
2021/8/19 0:17:52,32.50,24.00
2021/8/19 0:17:57,31.90,24.00
2021/8/19 0:18:2,31.70,24.00
2021/8/19 0:18:7,31.50,24.00
2021/8/19 0:18:12,31.50,24.00
2021/8/19 0:18:17,31.40,24.00
2021/8/19 0:18:22,31.40,24.00
2021/8/19 0:18:27,31.40,23.90
2021/8/19 0:18:33,31.40,23.90
2021/8/19 0:18:38,31.50,23.90
2021/8/19 0:18:43,31.60,23.90
2021/8/19 0:18:48,31.70,23.90
2021/8/19 0:18:53,31.80,23.90
2021/8/19 0:18:58,31.80,23.90
2021/8/19 0:19:3,31.80,23.90
2021/8/19 0:19:8,31.80,23.90
2021/8/19 0:19:13,31.80,23.90
2021/8/19 0:19:18,31.80,23.90
2021/8/19 0:19:23,31.80,23.90
2021/8/19 0:19:28,31.80,23.90
2021/8/19 0:19:34,32.10,24.00
2021/8/19 0:19:39,32.60,24.00
2021/8/19 0:19:44,32.90,24.00
2021/8/19 0:19:49,32.40,24.00
2021/8/19 0:19:54,32.00,24.10
2021/8/19 0:19:59,31.70,24.10
2021/8/19 0:20:4,31.40,24.00
2021/8/19 0:20:9,31.30,24.00
2021/8/19 0:20:14,31.30,24.00
2021/8/19 0:20:19,31.40,24.00
2021/8/19 0:20:24,31.40,23.90
2021/8/19 0:20:29,31.40,23.90
2021/8/19 0:20:35,31.40,23.90
2021/8/19 0:20:40,31.40,23.90
2021/8/19 0:20:45,31.60,23.90
2021/8/19 0:20:50,32.00,23.80
2021/8/19 0:20:55,31.90,23.80
2021/8/19 0:21:0,31.90,23.90
2021/8/19 0:21:5,31.90,23.90
2021/8/19 0:21:10,31.90,23.80
2021/8/19 0:21:15,32.20,23.90
2021/8/19 0:21:20,32.50,23.90
2021/8/19 0:21:25,32.30,23.90
2021/8/19 0:21:30,32.00,23.90
2021/8/19 0:21:36,32.30,23.90
2021/8/19 0:21:41,33.20,24.00
2021/8/19 0:21:46,32.60,24.00
2021/8/19 0:21:51,32.30,24.00
2021/8/19 0:21:56,32.20,24.00
2021/8/19 0:22:1,31.80,24.00
2021/8/19 0:22:6,31.60,24.00
2021/8/19 0:22:11,31.40,24.00
2021/8/19 0:22:16,31.40,24.00
2021/8/19 0:22:21,31.40,24.00
2021/8/19 0:22:26,31.30,24.00
2021/8/19 0:22:31,31.40,24.00
2021/8/19 0:22:37,31.40,23.90
2021/8/19 0:22:42,31.40,23.90
2021/8/19 0:22:47,31.40,23.90
2021/8/19 0:22:52,31.50,23.80
2021/8/19 0:22:57,31.60,23.80
2021/8/19 0:23:2,31.70,23.80
2021/8/19 0:23:7,31.80,23.80
2021/8/19 0:23:12,31.80,23.80
2021/8/19 0:23:17,31.80,23.80
2021/8/19 0:23:22,31.90,23.80
2021/8/19 0:23:27,31.90,23.80
2021/8/19 0:23:32,32.00,23.90
2021/8/19 0:23:38,32.20,23.80
2021/8/19 0:23:43,32.90,23.90
2021/8/19 0:23:48,32.80,23.90
2021/8/19 0:23:53,33.20,23.90
2021/8/19 0:23:58,33.00,24.00
2021/8/19 0:24:3,32.50,24.00
2021/8/19 0:24:8,32.30,24.00
2021/8/19 0:24:13,32.10,24.00
2021/8/19 0:24:18,31.60,24.00
2021/8/19 0:24:23,31.50,24.00
2021/8/19 0:24:28,31.30,24.00
2021/8/19 0:24:33,31.30,24.00
2021/8/19 0:24:39,31.40,24.00
2021/8/19 0:24:44,31.40,24.00
2021/8/19 0:24:49,31.40,23.90
2021/8/19 0:24:54,31.40,23.90
2021/8/19 0:24:59,31.40,23.90
2021/8/19 0:25:4,31.50,23.90
2021/8/19 0:25:9,31.60,23.90
2021/8/19 0:25:14,31.60,23.80
2021/8/19 0:25:19,31.70,23.90
2021/8/19 0:25:24,31.80,23.90
2021/8/19 0:25:29,31.80,23.90
2021/8/19 0:25:34,31.80,23.90
2021/8/19 0:25:40,31.90,23.90
2021/8/19 0:25:45,32.20,23.90
2021/8/19 0:25:50,32.60,23.90
2021/8/19 0:25:55,32.50,24.00
2021/8/19 0:26:0,32.50,24.00
2021/8/19 0:26:5,32.20,24.00
2021/8/19 0:26:10,31.90,24.00
2021/8/19 0:26:15,31.60,24.00
2021/8/19 0:26:20,31.30,24.00
2021/8/19 0:26:25,31.20,24.00
2021/8/19 0:26:30,31.20,24.00
2021/8/19 0:26:35,31.30,24.00
2021/8/19 0:26:41,31.30,24.00
2021/8/19 0:26:46,31.40,23.90
2021/8/19 0:26:51,31.40,23.90
2021/8/19 0:26:56,31.40,23.90
2021/8/19 0:27:1,31.40,23.80
2021/8/19 0:27:6,31.50,23.80
2021/8/19 0:27:11,31.60,23.80
2021/8/19 0:27:16,31.60,23.80
2021/8/19 0:27:21,31.70,23.80
2021/8/19 0:27:26,31.70,23.80
2021/8/19 0:27:31,31.70,23.90
2021/8/19 0:27:36,31.70,23.90
2021/8/19 0:27:42,31.70,23.90
2021/8/19 0:27:47,31.70,23.90
2021/8/19 0:27:52,32.50,23.90
2021/8/19 0:27:57,33.10,24.00
2021/8/19 0:28:2,33.40,24.00
2021/8/19 0:28:7,32.80,24.00
2021/8/19 0:28:12,32.30,24.10
2021/8/19 0:28:17,31.80,24.10
2021/8/19 0:28:22,31.40,24.00
2021/8/19 0:28:27,31.30,24.00
2021/8/19 0:28:32,31.20,24.00
2021/8/19 0:28:37,31.20,24.00
2021/8/19 0:28:43,31.20,24.00
2021/8/19 0:28:48,31.30,24.00
2021/8/19 0:28:53,31.30,23.90
2021/8/19 0:28:58,31.40,23.90
2021/8/19 0:29:3,31.30,23.90
2021/8/19 0:29:8,31.30,23.80
2021/8/19 0:29:13,31.50,23.80
2021/8/19 0:29:18,31.60,23.80
2021/8/19 0:29:23,31.70,23.80
2021/8/19 0:29:28,31.70,23.80
2021/8/19 0:29:33,31.70,23.80
2021/8/19 0:29:38,31.80,23.90
2021/8/19 0:29:44,31.80,23.90
2021/8/19 0:29:49,31.80,23.90
2021/8/19 0:29:54,31.90,23.90
2021/8/19 0:29:59,32.20,23.90
2021/8/19 0:30:4,32.90,23.90
2021/8/19 0:30:9,32.80,24.00
2021/8/19 0:30:14,32.40,24.00
2021/8/19 0:30:19,31.90,24.00
2021/8/19 0:30:24,31.70,24.00
2021/8/19 0:30:29,31.50,24.00
2021/8/19 0:30:34,31.30,24.00
2021/8/19 0:30:39,31.20,24.00
2021/8/19 0:30:45,31.20,24.00
2021/8/19 0:30:50,31.20,24.00
2021/8/19 0:30:55,31.20,23.90
2021/8/19 0:31:0,31.30,23.90
2021/8/19 0:31:5,31.30,23.90
2021/8/19 0:31:10,31.30,23.90
2021/8/19 0:31:15,31.40,23.90
2021/8/19 0:31:20,31.40,23.80
2021/8/19 0:31:25,31.60,23.90
2021/8/19 0:31:30,31.60,23.90
2021/8/19 0:31:35,31.60,23.90
2021/8/19 0:31:41,31.70,23.90
2021/8/19 0:31:46,31.70,23.90
2021/8/19 0:31:51,31.70,23.90
2021/8/19 0:31:56,31.70,23.90
2021/8/19 0:32:1,31.90,23.90
2021/8/19 0:32:6,32.80,24.00
2021/8/19 0:32:11,32.40,24.00
2021/8/19 0:32:16,32.10,24.00
2021/8/19 0:32:21,31.80,24.00
2021/8/19 0:32:26,31.50,24.00
2021/8/19 0:32:31,31.30,24.10
2021/8/19 0:32:36,31.10,24.00
2021/8/19 0:32:42,31.10,24.00
2021/8/19 0:32:47,31.20,24.00
2021/8/19 0:32:52,31.20,24.00
2021/8/19 0:32:57,31.20,23.90
2021/8/19 0:33:2,31.20,23.90
2021/8/19 0:33:7,31.20,23.90
2021/8/19 0:33:12,31.20,23.80
2021/8/19 0:33:17,31.30,23.80
2021/8/19 0:33:22,31.40,23.80
2021/8/19 0:33:27,31.50,23.80
2021/8/19 0:33:32,31.60,23.80
2021/8/19 0:33:37,31.60,23.80
2021/8/19 0:33:43,31.60,23.80
2021/8/19 0:33:48,31.70,23.90
2021/8/19 0:33:53,31.80,23.90
2021/8/19 0:33:58,32.10,23.90
2021/8/19 0:34:3,33.30,23.90
2021/8/19 0:34:8,33.80,23.90
2021/8/19 0:34:13,33.60,23.90
2021/8/19 0:34:18,33.30,24.00
2021/8/19 0:34:23,32.70,24.00
2021/8/19 0:34:28,32.40,24.00
2021/8/19 0:34:33,32.00,24.00
2021/8/19 0:34:38,31.60,24.10
2021/8/19 0:34:44,31.40,24.10
2021/8/19 0:34:49,31.20,24.10
2021/8/19 0:34:54,31.20,24.10
2021/8/19 0:34:59,31.10,24.00
2021/8/19 0:35:4,31.20,24.00
2021/8/19 0:35:9,31.10,23.90
2021/8/19 0:35:14,31.20,23.90
2021/8/19 0:35:19,31.20,23.90
2021/8/19 0:35:24,31.30,23.90
2021/8/19 0:35:29,31.40,23.90
2021/8/19 0:35:34,31.40,23.90
2021/8/19 0:35:39,31.40,23.90
2021/8/19 0:35:45,31.50,23.90
2021/8/19 0:35:50,31.60,23.90
2021/8/19 0:35:55,31.70,23.90
2021/8/19 0:36:0,31.70,23.90
2021/8/19 0:36:5,31.70,23.90
2021/8/19 0:36:10,31.80,23.90
2021/8/19 0:36:15,32.40,23.90
2021/8/19 0:36:20,32.80,24.00
2021/8/19 0:36:25,32.80,24.00
2021/8/19 0:36:30,32.30,24.00
2021/8/19 0:36:35,31.80,24.00
2021/8/19 0:36:40,31.50,24.00
2021/8/19 0:36:46,31.20,24.00
2021/8/19 0:36:51,31.20,24.00
2021/8/19 0:36:56,31.10,24.00
2021/8/19 0:37:1,31.10,24.00
2021/8/19 0:37:6,31.00,23.90
2021/8/19 0:37:11,31.00,23.90
2021/8/19 0:37:16,31.20,23.90
2021/8/19 0:37:21,31.10,23.80
2021/8/19 0:37:26,31.20,23.80
2021/8/19 0:37:31,31.40,23.80
2021/8/19 0:37:36,31.40,23.80
2021/8/19 0:37:41,31.50,23.80
2021/8/19 0:37:47,31.60,23.80
2021/8/19 0:37:52,31.60,23.80
2021/8/19 0:37:57,31.50,23.80
2021/8/19 0:38:2,31.60,23.80
2021/8/19 0:38:7,31.70,23.80
2021/8/19 0:38:12,32.10,23.90
2021/8/19 0:38:17,32.50,23.90
2021/8/19 0:38:22,32.40,23.90
2021/8/19 0:38:27,32.50,23.90
2021/8/19 0:38:32,32.30,24.00
2021/8/19 0:38:37,32.10,24.00
2021/8/19 0:38:42,31.80,24.00
2021/8/19 0:38:48,31.60,24.10
2021/8/19 0:38:53,31.30,24.10
2021/8/19 0:38:58,31.00,24.00
2021/8/19 0:39:3,31.00,24.10
2021/8/19 0:39:8,30.90,24.00
2021/8/19 0:39:13,31.00,24.00
2021/8/19 0:39:18,31.00,24.00
2021/8/19 0:39:23,31.00,23.90
2021/8/19 0:39:28,31.00,23.90
2021/8/19 0:39:33,31.00,23.90
2021/8/19 0:39:38,31.00,23.80
2021/8/19 0:39:43,31.20,23.80
2021/8/19 0:39:49,31.30,23.80
2021/8/19 0:39:54,31.40,23.80
2021/8/19 0:39:59,31.40,23.80
2021/8/19 0:40:4,31.50,23.80
2021/8/19 0:40:9,31.60,23.90
2021/8/19 0:40:14,31.80,23.90
2021/8/19 0:40:19,31.70,23.80
2021/8/19 0:40:24,32.00,23.90
2021/8/19 0:40:29,32.10,23.90
2021/8/19 0:40:34,32.50,23.90
2021/8/19 0:40:39,32.50,24.00
2021/8/19 0:40:44,32.30,24.00
2021/8/19 0:40:50,32.00,24.00
2021/8/19 0:40:55,31.70,24.00
2021/8/19 0:41:0,31.30,24.00
2021/8/19 0:41:5,31.10,24.00
2021/8/19 0:41:10,31.00,24.00
2021/8/19 0:41:15,30.90,24.00
2021/8/19 0:41:20,31.00,24.00
2021/8/19 0:41:25,31.00,23.90
2021/8/19 0:41:30,31.00,23.90
2021/8/19 0:41:35,31.00,23.90
2021/8/19 0:41:40,31.10,23.90
2021/8/19 0:41:45,31.10,23.80
2021/8/19 0:41:51,31.20,23.80
2021/8/19 0:41:56,31.30,23.80
2021/8/19 0:42:1,31.40,23.80
2021/8/19 0:42:6,31.50,23.80
2021/8/19 0:42:11,31.70,23.80
2021/8/19 0:42:16,31.80,23.90
2021/8/19 0:42:21,31.70,23.90
2021/8/19 0:42:26,31.50,23.90
2021/8/19 0:42:31,31.40,23.90
2021/8/19 0:42:36,32.40,23.90
2021/8/19 0:42:41,32.60,24.00
2021/8/19 0:42:46,32.30,24.00
2021/8/19 0:42:52,32.10,24.00
2021/8/19 0:42:57,31.90,24.00
2021/8/19 0:43:2,31.50,24.00
2021/8/19 0:43:7,31.20,24.00
2021/8/19 0:43:12,30.90,24.00
2021/8/19 0:43:17,30.90,24.00
2021/8/19 0:43:22,30.90,24.00
2021/8/19 0:43:27,30.90,24.00
2021/8/19 0:43:32,30.90,23.90
2021/8/19 0:43:37,31.00,23.90
2021/8/19 0:43:42,30.90,23.80
2021/8/19 0:43:47,31.00,23.80
2021/8/19 0:43:53,31.20,23.80
2021/8/19 0:43:58,31.30,23.80
2021/8/19 0:44:3,31.40,23.80
2021/8/19 0:44:8,31.50,23.80
2021/8/19 0:44:13,31.50,23.80
2021/8/19 0:44:18,31.50,23.80
2021/8/19 0:44:23,31.50,23.80
2021/8/19 0:44:28,31.60,23.80
2021/8/19 0:44:33,31.80,23.90
2021/8/19 0:44:38,31.70,23.80
2021/8/19 0:44:43,31.90,23.90
2021/8/19 0:44:48,32.70,23.90
2021/8/19 0:44:54,32.30,23.90
2021/8/19 0:44:59,32.00,23.90
2021/8/19 0:45:4,31.70,24.00
2021/8/19 0:45:9,31.50,24.00
2021/8/19 0:45:14,31.40,24.00
2021/8/19 0:45:19,31.20,24.00
2021/8/19 0:45:24,31.00,24.00
2021/8/19 0:45:29,30.90,24.00
2021/8/19 0:45:34,30.80,24.00
2021/8/19 0:45:39,30.70,24.00
2021/8/19 0:45:44,30.80,24.00
2021/8/19 0:45:49,30.80,23.90
2021/8/19 0:45:55,30.80,23.90
2021/8/19 0:46:0,30.80,23.90
2021/8/19 0:46:5,30.90,23.90
2021/8/19 0:46:10,31.00,23.80
2021/8/19 0:46:15,31.10,23.80
2021/8/19 0:46:20,31.20,23.80
2021/8/19 0:46:25,31.20,23.80
2021/8/19 0:46:30,31.40,23.80
2021/8/19 0:46:35,31.60,23.80
2021/8/19 0:46:40,31.60,23.90
2021/8/19 0:46:45,31.50,23.80
2021/8/19 0:46:50,32.20,23.90
2021/8/19 0:46:56,32.90,23.90
2021/8/19 0:47:1,32.90,23.90
2021/8/19 0:47:6,32.50,23.90
2021/8/19 0:47:11,31.90,24.00
2021/8/19 0:47:16,31.80,24.00
2021/8/19 0:47:21,31.80,24.00
2021/8/19 0:47:26,31.70,24.00
2021/8/19 0:47:31,31.20,24.00
2021/8/19 0:47:36,30.90,24.00
2021/8/19 0:47:41,30.80,24.00
2021/8/19 0:47:46,30.70,24.00
2021/8/19 0:47:52,30.80,24.00
2021/8/19 0:47:57,30.70,23.90
2021/8/19 0:48:2,30.80,23.90
2021/8/19 0:48:7,30.70,23.80
2021/8/19 0:48:12,30.80,23.80
2021/8/19 0:48:17,30.90,23.80
2021/8/19 0:48:22,31.00,23.80
2021/8/19 0:48:27,31.10,23.80
2021/8/19 0:48:32,31.20,23.80
2021/8/19 0:48:37,31.20,23.80
2021/8/19 0:48:42,31.20,23.80
2021/8/19 0:48:47,31.30,23.80
2021/8/19 0:48:53,31.30,23.80
2021/8/19 0:48:58,31.40,23.80
2021/8/19 0:49:3,32.00,23.80
2021/8/19 0:49:8,32.20,23.80
2021/8/19 0:49:13,32.50,23.90
2021/8/19 0:49:18,32.00,23.90
2021/8/19 0:49:23,31.80,23.90
2021/8/19 0:49:28,31.50,24.00
2021/8/19 0:49:33,31.50,24.00
2021/8/19 0:49:38,31.30,24.00
2021/8/19 0:49:43,31.20,24.00
2021/8/19 0:49:48,31.00,24.10
2021/8/19 0:49:54,30.70,24.00
2021/8/19 0:49:59,30.60,24.00
2021/8/19 0:50:4,30.60,24.00
2021/8/19 0:50:9,30.60,24.00
2021/8/19 0:50:14,30.50,24.00
2021/8/19 0:50:19,30.50,23.90
2021/8/19 0:50:24,30.70,23.90
2021/8/19 0:50:29,30.70,23.80
2021/8/19 0:50:34,30.80,23.80
2021/8/19 0:50:39,30.90,23.80
2021/8/19 0:50:44,30.90,23.70
2021/8/19 0:50:49,31.10,23.80
2021/8/19 0:50:55,31.10,23.70
2021/8/19 0:51:0,31.20,23.80
2021/8/19 0:51:5,31.40,23.70
2021/8/19 0:51:10,31.50,23.80
2021/8/19 0:51:15,32.30,23.80
2021/8/19 0:51:20,32.50,23.80
2021/8/19 0:51:25,32.20,23.90
2021/8/19 0:51:30,31.70,23.80
2021/8/19 0:51:35,32.30,23.90
2021/8/19 0:51:40,32.10,23.90
2021/8/19 0:51:45,31.90,23.90
2021/8/19 0:51:50,32.00,24.00
2021/8/19 0:51:56,31.80,24.00
2021/8/19 0:52:1,31.60,24.00
2021/8/19 0:52:6,31.40,24.00
2021/8/19 0:52:11,31.00,24.00
2021/8/19 0:52:16,30.80,24.00
2021/8/19 0:52:21,30.60,24.00
2021/8/19 0:52:26,30.60,24.00
2021/8/19 0:52:31,30.60,24.00
2021/8/19 0:52:36,30.60,24.00
2021/8/19 0:52:41,30.60,23.90
2021/8/19 0:52:46,30.70,23.90
2021/8/19 0:52:51,30.70,23.90
2021/8/19 0:52:57,30.70,23.80
2021/8/19 0:53:2,30.90,23.90
2021/8/19 0:53:7,30.90,23.80
2021/8/19 0:53:12,31.00,23.80
2021/8/19 0:53:17,31.00,23.80
2021/8/19 0:53:22,31.00,23.80
2021/8/19 0:53:27,31.10,23.90
2021/8/19 0:53:32,31.20,23.90
2021/8/19 0:53:37,31.20,23.90
2021/8/19 0:53:42,31.10,23.90
2021/8/19 0:53:47,31.30,23.90
2021/8/19 0:53:52,31.90,24.00
2021/8/19 0:53:58,32.00,24.00
2021/8/19 0:54:3,31.70,24.00
2021/8/19 0:54:8,31.20,24.00
2021/8/19 0:54:13,30.90,24.00
2021/8/19 0:54:18,30.60,24.00
2021/8/19 0:54:23,30.50,24.00
2021/8/19 0:54:28,30.50,24.00
2021/8/19 0:54:33,30.60,24.00
2021/8/19 0:54:38,30.50,24.00
2021/8/19 0:54:43,30.60,23.90
2021/8/19 0:54:48,30.60,23.90
2021/8/19 0:54:53,30.70,23.90
2021/8/19 0:54:59,30.70,23.80
2021/8/19 0:55:4,30.70,23.80
2021/8/19 0:55:9,30.90,23.80
2021/8/19 0:55:14,30.90,23.80
2021/8/19 0:55:19,31.00,23.80
2021/8/19 0:55:24,31.00,23.80
2021/8/19 0:55:29,31.00,23.80
2021/8/19 0:55:34,31.00,23.80
2021/8/19 0:55:39,31.00,23.80
2021/8/19 0:55:44,31.80,23.80
2021/8/19 0:55:49,32.00,23.90
2021/8/19 0:55:54,32.00,23.90
2021/8/19 0:56:0,31.60,23.90
2021/8/19 0:56:5,31.30,23.90
2021/8/19 0:56:10,31.20,24.00
2021/8/19 0:56:15,31.20,24.00
2021/8/19 0:56:20,31.10,24.00
